months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger,elapsed_fraction
4.64,7779.8,Maruti,Vitara,2017,petrol,oil_change,40,2220.2,average,km,0.7804
0.84,2454.3,Volkswagen,Tiguan,2012,petrol,inspection,59,5545.7,heavy,km,0.3036
2.27,3998.4,Toyota,Camry,2016,petrol,full_service,96,5481.1,average,time,0.4198
2.12,6715.8,BMW,5 Series,2010,petrol,inspection,11,1284.2,heavy,km,0.8495
4.1,3284.4,Maruti,Baleno,2022,diesel,inspection,59,1573.8,light,time,0.6795
2.29,3918.8,Honda,CR-V,2015,petrol,inspection,72,4081.2,average,km,0.4918
1.76,7127.0,Maruti,Baleno,2015,diesel,brake_service,37,4873.0,heavy,km,0.5926
0.56,1440.5,BMW,5 Series,2012,hybrid,oil_change,93,8159.5,heavy,km,0.1541
6.24,9883.2,BMW,5 Series,2018,petrol,oil_change,1,116.8,average,km,0.9923
4.16,3306.8,Volkswagen,Polo,2019,diesel,inspection,52,1345.5,light,time,0.7084
1.15,1270.2,Hyundai,i20,2016,hybrid,oil_change,109,3701.7,light,time,0.243
3.62,6954.8,Hyundai,Creta,2012,petrol,oil_change,18,1045.2,average,km,0.8603
4.37,5637.1,Volkswagen,Tiguan,2017,petrol,inspection,22,927.1,average,time,0.8598
1.32,4507.9,Maruti,Baleno,2018,diesel,brake_service,94,10492.1,heavy,km,0.2995
2.14,7272.3,Toyota,Corolla,2010,petrol,inspection,6,727.7,heavy,km,0.9164
8.81,21136.8,Toyota,RAV4,2010,electric,full_service,142,11264.7,average,time,0.653
0.94,1488.4,Hyundai,Creta,2022,petrol,oil_change,156,8233.8,average,time,0.155
0.77,1429.3,Hyundai,Tucson,2015,petrol,full_service,101,6570.7,average,km,0.1892
6.5,8633.3,Toyota,Camry,2013,diesel,inspection,13,559.3,average,time,0.9396
1.27,4526.3,Toyota,Corolla,2015,petrol,oil_change,30,3473.7,heavy,km,0.5629
0.25,879.2,BMW,5 Series,2017,diesel,full_service,120,14120.8,heavy,km,0.0608
0.36,216.0,Hyundai,i20,2016,petrol,inspection,179,4021.8,light,time,0.057
7.18,4919.9,Toyota,Corolla,2011,petrol,full_service,3,71.0,light,time,0.9859
1.16,3441.9,Maruti,Vitara,2011,diesel,full_service,86,8558.1,heavy,km,0.2916
1.46,1716.2,Toyota,Camry,2014,petrol,oil_change,140,5257.4,average,time,0.2411
2.25,4047.7,Hyundai,Tucson,2024,petrol,oil_change,81,4754.0,average,time,0.4568
0.35,619.9,Ford,Escape,2016,petrol,brake_service,146,9380.1,average,km,0.068
4.63,12889.1,Hyundai,i20,2019,electric,oil_change,276,25097.7,heavy,time,0.338
4.35,8330.3,Honda,Civic,2016,hybrid,oil_change,53,3298.4,average,time,0.7154
4.24,4878.1,Toyota,Corolla,2011,petrol,brake_service,48,1767.9,light,time,0.7292
2.01,4040.2,BMW,5 Series,2021,petrol,inspection,104,6959.8,average,km,0.3712
1.82,2465.5,Toyota,Corolla,2012,petrol,oil_change,121,5534.5,average,km,0.3144
3.86,3114.0,Honda,CR-V,2014,petrol,full_service,49,1304.4,light,time,0.7055
1.73,3011.3,Toyota,Camry,2020,petrol,full_service,117,6610.3,average,time,0.3102
1.35,1469.1,Maruti,Baleno,2010,diesel,oil_change,146,5500.1,average,time,0.2193
3.45,3023.4,Hyundai,Creta,2013,diesel,oil_change,79,2320.2,light,time,0.5694
3.68,5924.5,BMW,3 Series,2017,petrol,oil_change,63,3354.4,average,time,0.6395
4.14,6707.1,Hyundai,Tucson,2015,diesel,full_service,76,4071.4,average,time,0.6243
4.34,7715.3,Honda,Accord,2010,diesel,oil_change,26,1527.1,average,time,0.8367
5.99,3455.0,Honda,Civic,2014,diesel,oil_change,7,136.7,light,time,0.9617
4.85,5001.2,Toyota,Camry,2014,hybrid,oil_change,76,2562.4,average,time,0.6593
3.6,3111.2,Hyundai,Creta,2010,diesel,oil_change,74,2118.6,light,time,0.5955
0.61,1577.4,Honda,Civic,2014,petrol,oil_change,71,6422.6,heavy,km,0.2068
1.32,2327.1,Hyundai,Creta,2010,diesel,inspection,151,8692.4,average,time,0.2103
4.8,9278.2,Honda,Civic,2011,diesel,oil_change,43,2721.8,average,km,0.7705
0.06,76.4,Volkswagen,Golf,2015,hybrid,oil_change,153,9523.6,average,km,0.0115
1.56,1319.5,Maruti,Swift,2019,diesel,oil_change,114,3251.5,light,time,0.2942
2.71,1520.1,Ford,Escape,2011,hybrid,oil_change,125,2268.7,light,time,0.3981
3.97,6799.6,Ford,Focus,2012,petrol,full_service,22,1200.4,average,km,0.8486
4.51,4478.2,Ford,Fiesta,2024,petrol,full_service,64,2039.0,average,time,0.6828
5.09,9679.3,Honda,Accord,2020,petrol,oil_change,5,320.7,average,km,0.9673
4.76,4000.4,Volkswagen,Polo,2018,diesel,oil_change,12,330.9,light,time,0.9243
2.45,2625.6,Ford,Escape,2014,hybrid,full_service,124,4206.9,light,time,0.3749
6.15,9650.1,Maruti,Baleno,2021,electric,inspection,206,10614.8,average,time,0.4762
1.87,2723.9,Ford,Escape,2024,petrol,brake_service,103,4884.5,average,time,0.3562
1.37,2197.7,Hyundai,Tucson,2019,diesel,inspection,186,9493.8,average,time,0.1834
5.22,6887.5,BMW,X3,2023,hybrid,oil_change,23,968.8,average,time,0.8753
1.24,4640.9,Maruti,Vitara,2014,petrol,brake_service,27,3359.1,heavy,km,0.5816
3.82,3116.8,Honda,Civic,2020,petrol,brake_service,65,1750.9,light,time,0.6434
1.22,2321.8,Honda,Accord,2012,petrol,oil_change,91,5678.2,average,km,0.2891
3.26,7179.9,Ford,Escape,2022,hybrid,full_service,48,3481.4,average,time,0.6729
6.02,3918.3,Maruti,Swift,2014,petrol,brake_service,2,33.9,light,time,0.9912
7.2,4906.1,Ford,Fiesta,2015,electric,oil_change,48,1065.7,light,time,0.8189
3.73,8350.0,Ford,Escape,2019,petrol,brake_service,23,1650.0,heavy,km,0.8313
6.34,4990.4,Toyota,Camry,2019,diesel,full_service,1,22.6,light,time,0.9955
2.08,1954.6,Ford,Escape,2024,petrol,oil_change,101,3069.7,light,time,0.385
0.25,512.0,Maruti,Baleno,2015,petrol,oil_change,127,7488.0,average,km,0.0575
0.39,625.0,Ford,Fiesta,2011,hybrid,brake_service,155,8975.0,heavy,km,0.0716
1.53,1710.3,Hyundai,Creta,2020,hybrid,oil_change,161,5850.3,light,time,0.2246
4.65,5418.3,Maruti,Vitara,2022,petrol,brake_service,45,1744.5,average,time,0.7576
2.86,5337.0,Honda,CR-V,2014,diesel,full_service,81,4999.0,average,time,0.5182
3.34,4296.7,Volkswagen,Golf,2016,diesel,full_service,88,3693.8,average,time,0.5357
3.52,5347.2,Volkswagen,Golf,2022,petrol,inspection,53,2618.7,average,time,0.6708
7.13,11885.1,Maruti,Swift,2010,electric,full_service,153,8361.3,average,time,0.5864
1.33,987.8,Honda,Accord,2022,petrol,oil_change,140,3634.0,light,time,0.2242
4.92,9310.2,Toyota,Camry,2024,diesel,inspection,26,1595.0,average,time,0.8545
4.08,7507.1,Maruti,Vitara,2020,petrol,oil_change,41,2492.9,average,km,0.7504
0.56,1084.2,Ford,Fiesta,2023,petrol,oil_change,149,9915.8,average,km,0.1022
3.91,3283.6,Ford,Escape,2019,petrol,inspection,70,1958.8,light,time,0.6284
4.15,6396.0,Volkswagen,Polo,2014,hybrid,oil_change,63,3128.3,average,time,0.6675
1.47,5439.7,Volkswagen,Tiguan,2010,petrol,oil_change,21,2560.3,heavy,km,0.6771
1.12,940.6,Hyundai,Tucson,2021,petrol,oil_change,114,3185.8,light,time,0.2305
5.14,3857.7,Ford,Fiesta,2020,petrol,full_service,2,58.6,light,time,0.9849
0.05,153.6,Ford,Fiesta,2021,petrol,inspection,89,10846.4,heavy,km,0.0161
6.61,5913.9,Ford,Escape,2014,hybrid,oil_change,4,126.9,light,time,0.9789
5.17,14900.1,Toyota,Camry,2024,diesel,full_service,16,1599.9,heavy,km,0.9078
0.62,1559.3,Hyundai,i20,2020,petrol,oil_change,107,8440.7,average,km,0.1495
0.45,810.0,Honda,CR-V,2023,electric,brake_service,321,20902.0,average,time,0.0407
0.05,0.0,Volkswagen,Golf,2022,diesel,oil_change,229,7861.5,average,time,0.0061
4.11,5204.2,Maruti,Swift,2018,petrol,full_service,45,1864.5,average,time,0.7365
5.55,9330.0,Toyota,RAV4,2023,petrol,full_service,31,1670.0,average,km,0.8456
1.4,3320.2,Toyota,RAV4,2015,petrol,inspection,60,4679.8,heavy,km,0.4144
3.75,6506.1,Ford,Fiesta,2010,hybrid,oil_change,54,3093.9,average,km,0.6802
4.09,5773.4,Volkswagen,Golf,2022,petrol,full_service,43,1981.0,average,time,0.7443
2.51,4493.4,Maruti,Vitara,2023,hybrid,oil_change,83,4921.6,average,time,0.4784
1.95,3565.6,Volkswagen,Tiguan,2020,petrol,full_service,88,5199.5,average,time,0.403
4.18,6162.6,BMW,5 Series,2014,diesel,oil_change,79,3816.4,average,time,0.6184
4.0,13754.8,BMW,3 Series,2019,diesel,brake_service,11,1245.2,heavy,km,0.9171
9.62,13266.2,BMW,X3,2020,electric,inspection,85,3866.6,average,time,0.7744
0.52,1416.2,BMW,X3,2016,hybrid,inspection,121,10583.8,heavy,km,0.1151
5.21,10378.7,Volkswagen,Polo,2013,diesel,full_service,25,1621.3,average,km,0.8631
2.3,5945.8,Hyundai,i20,2022,petrol,full_service,60,5054.2,heavy,km,0.5373
0.72,1234.3,BMW,X3,2023,petrol,oil_change,159,8909.7,average,time,0.1216
3.67,5649.8,Ford,Escape,2010,petrol,oil_change,50,2350.2,average,km,0.6924
0.01,0.0,Volkswagen,Polo,2011,hybrid,oil_change,155,4063.8,light,time,0.0021
1.62,4243.7,Honda,Civic,2012,petrol,oil_change,43,3756.3,heavy,km,0.536
2.5,2276.9,Honda,CR-V,2015,diesel,inspection,115,3399.2,light,time,0.3987
4.91,10012.5,Hyundai,i20,2020,petrol,oil_change,0,0.0,average,km,0.9999
1.32,3131.4,Toyota,Camry,2017,diesel,brake_service,152,11601.8,heavy,time,0.2095
1.38,4173.4,Maruti,Swift,2020,petrol,full_service,59,5826.6,heavy,km,0.4186
2.63,2956.9,Honda,Civic,2012,diesel,oil_change,99,3614.6,average,time,0.4474
1.44,4129.9,Hyundai,Creta,2018,petrol,inspection,62,5870.1,heavy,km,0.413
2.15,1481.5,Volkswagen,Tiguan,2017,diesel,oil_change,105,2460.3,light,time,0.383
0.27,789.9,Honda,CR-V,2019,petrol,full_service,110,9210.1,heavy,km,0.069
5.43,7788.3,Maruti,Vitara,2010,petrol,oil_change,5,211.7,average,km,0.9704
0.37,1192.4,Volkswagen,Polo,2018,petrol,oil_change,82,8807.6,heavy,km,0.1214
2.59,6772.5,Maruti,Vitara,2019,petrol,oil_change,38,3227.5,heavy,km,0.6752
3.22,11396.0,Toyota,Camry,2022,hybrid,full_service,17,1804.0,heavy,km,0.8526
9.37,28978.5,Hyundai,Tucson,2010,electric,oil_change,62,6254.9,heavy,time,0.8224
0.4,768.0,BMW,X3,2020,electric,brake_service,318,22453.1,average,time,0.037
0.16,304.7,Toyota,RAV4,2018,electric,full_service,348,15818.2,average,time,0.014
12.03,21510.9,Hyundai,i20,2024,electric,inspection,27,1581.0,average,time,0.9313
4.76,8194.2,BMW,5 Series,2013,hybrid,inspection,24,1362.1,average,time,0.8557
5.15,4229.3,Volkswagen,Tiguan,2018,petrol,inspection,25,671.6,light,time,0.8626
1.21,2272.2,BMW,3 Series,2023,petrol,inspection,143,8727.8,average,km,0.2043
1.98,2251.7,Honda,CR-V,2013,petrol,inspection,106,3944.4,light,time,0.3615
7.02,8030.5,Ford,Focus,2021,electric,inspection,162,6145.7,average,time,0.5686
4.1,7293.4,Volkswagen,Tiguan,2018,petrol,oil_change,45,2706.6,average,km,0.736
6.28,11519.4,Volkswagen,Tiguan,2022,electric,full_service,195,11729.2,average,time,0.4949
1.12,1503.4,Volkswagen,Polo,2023,petrol,inspection,131,5931.9,average,time,0.2065
4.47,8337.1,Ford,Focus,2018,petrol,oil_change,27,1662.9,average,km,0.835
4.07,7557.8,Hyundai,i20,2021,petrol,oil_change,36,2131.9,average,time,0.7769
3.63,3344.3,Maruti,Baleno,2022,petrol,oil_change,67,2023.4,light,time,0.6225
0.49,1691.9,Honda,Civic,2018,petrol,brake_service,78,8308.1,heavy,km,0.1618
6.13,4783.4,Maruti,Vitara,2021,petrol,inspection,1,28.9,light,time,0.9941
3.25,5195.0,BMW,3 Series,2020,petrol,oil_change,93,4805.0,average,km,0.5161
4.16,4149.7,Hyundai,i20,2023,petrol,inspection,83,2746.9,light,time,0.6046
7.83,10014.5,Maruti,Swift,2011,electric,full_service,135,5687.0,average,time,0.6384
6.22,7164.0,Hyundai,Creta,2014,diesel,brake_service,2,69.1,average,time,0.9905
2.49,1530.7,Honda,Accord,2019,diesel,brake_service,82,1636.8,light,time,0.4793
0.59,1032.6,BMW,X3,2014,petrol,full_service,116,6967.4,average,km,0.1331
0.21,169.3,Hyundai,Tucson,2023,petrol,oil_change,190,3951.9,light,time,0.033
2.67,3694.1,Honda,Accord,2024,diesel,oil_change,87,3924.9,average,time,0.4832
2.4,5104.3,Hyundai,Tucson,2023,diesel,brake_service,89,6241.6,average,time,0.4501
3.97,3227.3,Toyota,RAV4,2019,electric,inspection,239,6553.1,light,time,0.3358
7.24,15451.3,Maruti,Vitara,2010,electric,oil_change,102,7131.9,average,time,0.6838
3.51,3355.0,Hyundai,Tucson,2024,petrol,full_service,93,2894.0,light,time,0.5349
2.51,6691.3,Volkswagen,Tiguan,2012,petrol,oil_change,14,1308.7,heavy,km,0.8445
3.23,6462.5,Honda,CR-V,2021,diesel,oil_change,87,5760.8,average,time,0.5295
1.88,2296.6,BMW,X3,2021,petrol,full_service,119,4610.6,light,time,0.3236
3.24,6905.4,BMW,5 Series,2014,petrol,full_service,18,1094.6,average,km,0.847
1.42,5297.3,Hyundai,Creta,2017,petrol,oil_change,38,4702.7,heavy,km,0.5315
0.4,1005.6,BMW,5 Series,2018,diesel,oil_change,163,12763.2,heavy,time,0.0696
3.24,9509.8,Toyota,Camry,2023,petrol,brake_service,16,1490.2,heavy,km,0.8624
5.19,9707.1,Hyundai,i20,2016,petrol,brake_service,5,292.9,average,km,0.9722
4.99,6884.4,Honda,CR-V,2015,diesel,oil_change,23,1033.4,average,time,0.8699
6.08,7869.0,BMW,X3,2021,diesel,oil_change,1,61.7,average,time,0.9922
1.66,3009.8,Toyota,Corolla,2015,petrol,full_service,86,4990.2,average,km,0.3699
3.99,5219.4,Toyota,RAV4,2014,hybrid,inspection,64,2721.5,average,time,0.6559
0.78,1292.2,Hyundai,i20,2015,hybrid,brake_service,143,8307.8,average,km,0.1422
0.2,277.2,Hyundai,i20,2020,petrol,inspection,150,4384.2,light,time,0.0389
4.07,7062.6,BMW,X3,2014,petrol,oil_change,14,808.1,average,time,0.8973
3.48,8790.7,Hyundai,i20,2024,petrol,inspection,26,2209.3,heavy,km,0.8034
2.01,2594.8,Hyundai,Tucson,2023,hybrid,inspection,117,4861.3,average,time,0.3442
1.52,1908.6,Volkswagen,Polo,2024,diesel,full_service,131,5365.9,average,time,0.2605
0.96,2779.4,Ford,Escape,2011,petrol,inspection,53,5220.6,heavy,km,0.3554
4.18,2289.4,Hyundai,i20,2014,diesel,oil_change,43,744.9,light,time,0.7475
0.77,2091.7,Toyota,RAV4,2014,diesel,oil_change,110,9908.3,heavy,km,0.1758
6.06,11446.5,Toyota,Camry,2021,electric,brake_service,179,11236.9,average,time,0.507
6.78,7475.5,Hyundai,Creta,2022,diesel,inspection,16,578.7,average,time,0.9278
3.09,2817.9,Honda,CR-V,2017,petrol,oil_change,77,2306.5,light,time,0.5495
2.36,6739.7,BMW,3 Series,2019,petrol,full_service,36,3260.3,heavy,km,0.6667
4.06,3542.9,Honda,Accord,2015,petrol,inspection,60,1728.0,light,time,0.6721
0.78,740.1,Volkswagen,Polo,2019,petrol,oil_change,189,5450.4,light,time,0.1114
2.75,1725.1,Toyota,Corolla,2014,petrol,brake_service,85,1673.8,light,time,0.4957
0.15,277.1,BMW,X3,2018,petrol,full_service,157,9722.9,average,km,0.0292
1.1,1989.6,Maruti,Baleno,2014,petrol,oil_change,104,6010.4,average,km,0.2441
1.42,4264.2,Honda,Accord,2015,petrol,full_service,38,3735.8,heavy,km,0.5333
1.29,889.5,Hyundai,Creta,2013,diesel,oil_change,124,2729.4,light,time,0.2407
0.21,168.7,Toyota,Camry,2023,diesel,oil_change,159,3611.7,light,time,0.0386
5.48,8788.2,Volkswagen,Golf,2010,diesel,full_service,17,906.0,average,time,0.907
2.77,4664.0,BMW,3 Series,2016,petrol,inspection,96,5336.0,average,km,0.468
12.81,12860.5,Volkswagen,Tiguan,2018,electric,oil_change,21,682.1,light,time,0.9497
3.12,10903.4,Volkswagen,Golf,2013,diesel,oil_change,9,1096.6,heavy,km,0.9163
5.99,5818.2,Volkswagen,Golf,2023,petrol,oil_change,25,792.8,light,time,0.8799
1.63,2000.1,BMW,3 Series,2011,diesel,full_service,119,4837.8,average,time,0.2942
0.23,1061.9,Volkswagen,Tiguan,2017,petrol,oil_change,65,8938.1,heavy,km,0.0958
3.89,6260.9,Maruti,Vitara,2011,hybrid,inspection,66,3339.1,average,km,0.6433
4.76,3633.3,Volkswagen,Tiguan,2011,diesel,oil_change,34,872.8,light,time,0.8113
10.88,10856.3,Hyundai,Tucson,2024,electric,oil_change,95,3120.4,average,time,0.7772
3.57,4436.3,Volkswagen,Polo,2014,petrol,brake_service,73,2990.1,average,time,0.5992
1.69,2877.2,Hyundai,Tucson,2017,petrol,oil_change,125,7122.8,heavy,km,0.2908
2.36,7389.3,Ford,Focus,2020,petrol,full_service,25,2610.7,heavy,km,0.7439
0.96,2122.9,Toyota,RAV4,2023,petrol,oil_change,119,8877.1,heavy,km,0.1972
2.6,4253.3,BMW,X3,2023,petrol,oil_change,98,5224.8,average,time,0.448
1.98,1470.3,Ford,Fiesta,2021,petrol,inspection,108,2458.3,light,time,0.3579
3.91,5364.5,Honda,Civic,2011,diesel,brake_service,90,4107.8,average,time,0.5698
4.4,6936.5,Volkswagen,Polo,2024,petrol,full_service,23,1206.6,average,time,0.8525
2.45,1883.8,Honda,CR-V,2015,petrol,oil_change,107,2725.7,light,time,0.4108
5.31,8442.7,Ford,Fiesta,2011,hybrid,full_service,19,974.2,average,time,0.8968
4.73,5703.9,Ford,Focus,2018,diesel,oil_change,17,671.3,average,time,0.8941
2.56,1864.7,Ford,Focus,2023,petrol,full_service,95,2295.9,light,time,0.4499
3.01,2815.1,Honda,Civic,2015,diesel,full_service,107,3246.0,light,time,0.4617
4.77,3501.3,Honda,Civic,2013,hybrid,full_service,27,648.6,light,time,0.8437
2.65,4856.0,Honda,Civic,2010,petrol,inspection,52,3144.0,average,km,0.6066
4.77,9171.7,Honda,CR-V,2019,petrol,brake_service,14,828.3,average,km,0.9146
1.18,4152.5,Toyota,RAV4,2011,petrol,oil_change,34,3847.5,heavy,km,0.5152
0.72,2391.5,Hyundai,Creta,2019,petrol,oil_change,68,7608.5,heavy,km,0.2426
3.66,6758.3,Honda,CR-V,2011,petrol,oil_change,20,1241.7,average,km,0.8449
0.89,1264.8,Honda,CR-V,2024,petrol,inspection,168,8130.1,average,time,0.1388
2.99,2290.9,Honda,Civic,2018,hybrid,oil_change,78,2019.2,light,time,0.5399
1.55,5468.3,Toyota,Camry,2018,hybrid,brake_service,55,6531.7,heavy,km,0.4633
0.01,7.6,Volkswagen,Tiguan,2022,petrol,full_service,173,9210.6,average,time,0.0015
7.99,8665.0,BMW,5 Series,2011,electric,full_service,107,3806.1,average,time,0.6937
4.43,4418.8,Honda,Civic,2019,petrol,full_service,42,1383.6,average,time,0.762
1.59,1163.6,Hyundai,i20,2014,petrol,inspection,133,3138.1,light,time,0.2669
2.45,3490.1,Maruti,Vitara,2013,petrol,oil_change,69,3189.2,average,time,0.5202
2.39,4365.4,Volkswagen,Tiguan,2011,petrol,full_service,60,3634.6,average,km,0.5465
1.87,6807.5,Toyota,RAV4,2013,petrol,inspection,10,1192.5,heavy,km,0.8467
2.26,3290.0,BMW,3 Series,2016,petrol,oil_change,115,5370.8,average,time,0.3745
1.85,1679.5,Maruti,Baleno,2016,petrol,inspection,143,4356.7,light,time,0.2828
1.99,6972.5,Ford,Focus,2023,hybrid,inspection,53,6227.5,heavy,km,0.5316
4.41,6493.3,Ford,Focus,2024,petrol,oil_change,49,2357.4,average,time,0.7328
4.12,7382.8,Hyundai,Tucson,2012,diesel,oil_change,60,3516.3,average,time,0.6779
5.45,4509.1,Hyundai,Creta,2014,diesel,oil_change,6,163.3,light,time,0.9656
5.14,4599.0,Honda,Civic,2013,hybrid,oil_change,25,726.4,light,time,0.864
3.2,9414.0,Maruti,Swift,2015,diesel,full_service,27,2586.0,heavy,km,0.7801
2.31,3807.9,Toyota,Camry,2022,petrol,full_service,115,6187.2,average,time,0.3801
9.07,26850.4,Volkswagen,Polo,2023,electric,inspection,61,5884.7,heavy,time,0.8201
2.17,7451.2,Maruti,Vitara,2014,petrol,inspection,5,548.8,heavy,km,0.9268
0.17,154.9,Hyundai,Tucson,2018,petrol,full_service,188,5690.2,light,time,0.0274
3.76,4986.1,Honda,Civic,2012,petrol,inspection,64,2823.4,average,time,0.6408
4.63,8053.9,Honda,Civic,2016,petrol,brake_service,33,1946.1,average,km,0.8096
4.08,5954.8,Honda,CR-V,2010,diesel,full_service,78,3745.3,average,time,0.6138
0.98,959.9,Honda,CR-V,2013,petrol,inspection,144,4582.7,light,time,0.1711
1.97,6916.4,Hyundai,i20,2015,petrol,oil_change,9,1083.6,heavy,km,0.8756
2.95,4485.1,Ford,Escape,2017,diesel,full_service,86,4326.0,average,time,0.5112
2.89,4627.4,Maruti,Vitara,2013,petrol,inspection,63,3372.6,average,km,0.5812
2.41,8585.8,Volkswagen,Golf,2024,petrol,brake_service,21,2414.2,heavy,km,0.7749
0.54,532.8,Honda,CR-V,2015,petrol,oil_change,134,5039.6,average,time,0.1095
0.19,303.7,Maruti,Swift,2017,hybrid,oil_change,143,7522.6,average,time,0.0393
3.02,1815.7,Volkswagen,Tiguan,2012,hybrid,oil_change,86,1707.3,light,time,0.5157
5.59,5792.4,Maruti,Vitara,2017,diesel,brake_service,3,103.2,light,time,0.9824
3.98,4366.7,Hyundai,Tucson,2011,petrol,brake_service,36,1318.0,light,time,0.7732
1.85,4788.6,Ford,Escape,2015,petrol,full_service,38,3211.4,heavy,km,0.6003
1.55,2346.3,Hyundai,Tucson,2019,petrol,full_service,138,6964.3,average,time,0.2548
3.61,5005.5,Toyota,Corolla,2018,diesel,oil_change,84,3877.3,average,time,0.5652
0.74,2680.4,Maruti,Swift,2018,petrol,oil_change,62,7319.6,heavy,km,0.2661
3.17,7292.9,BMW,5 Series,2015,hybrid,oil_change,31,2307.1,average,km,0.7598
3.58,11632.1,Toyota,RAV4,2020,diesel,full_service,32,3367.9,heavy,km,0.7731
4.14,8481.2,Honda,CR-V,2024,hybrid,full_service,67,4531.7,heavy,time,0.6532
1.49,4363.2,Toyota,Camry,2010,hybrid,oil_change,54,5236.8,heavy,km,0.4578
0.13,54.8,Maruti,Swift,2010,petrol,oil_change,183,6725.5,average,time,0.0212
3.35,2938.6,Toyota,RAV4,2019,petrol,oil_change,43,1239.8,light,time,0.7018
4.03,3278.0,Hyundai,i20,2019,petrol,oil_change,76,1984.6,light,time,0.6187
2.35,5244.7,Volkswagen,Polo,2013,petrol,full_service,39,2755.3,heavy,km,0.6465
2.99,4700.2,Volkswagen,Polo,2021,petrol,oil_change,98,5001.0,average,time,0.4804
1.46,2823.9,Maruti,Baleno,2012,petrol,brake_service,77,5176.1,average,km,0.3662
3.3,2426.0,Volkswagen,Tiguan,2018,hybrid,oil_change,93,2306.0,light,time,0.5189
5.27,10451.2,BMW,5 Series,2017,diesel,inspection,25,1633.0,average,time,0.8659
0.21,414.0,BMW,5 Series,2018,hybrid,brake_service,140,8568.7,average,time,0.0429
1.47,2717.8,Hyundai,Creta,2010,petrol,oil_change,88,5282.2,average,km,0.3382
5.39,4681.9,Honda,CR-V,2024,petrol,brake_service,29,818.0,light,time,0.851
0.71,417.1,Hyundai,i20,2017,petrol,full_service,154,3249.8,light,time,0.1235
0.49,1219.6,Volkswagen,Tiguan,2021,diesel,oil_change,156,11905.1,heavy,time,0.0877
2.02,8504.2,Volkswagen,Golf,2017,petrol,inspection,11,1495.8,heavy,km,0.8485
4.25,5240.5,Maruti,Swift,2016,petrol,full_service,4,159.0,average,time,0.9707
1.95,2623.7,BMW,3 Series,2020,petrol,full_service,107,4667.9,average,time,0.3562
0.58,608.9,BMW,3 Series,2014,petrol,inspection,184,5487.5,light,time,0.0878
4.25,5663.6,Honda,Accord,2014,hybrid,oil_change,47,2060.7,average,time,0.7319
3.6,6409.3,Volkswagen,Tiguan,2017,petrol,inspection,40,2388.4,average,time,0.7323
1.13,1086.3,Maruti,Baleno,2016,diesel,inspection,147,4184.0,light,time,0.1893
3.17,4639.5,Honda,Civic,2012,hybrid,inspection,69,3385.3,average,time,0.5817
1.09,3319.3,Volkswagen,Polo,2013,petrol,full_service,47,4680.7,heavy,km,0.4112
0.99,3224.7,Ford,Focus,2010,petrol,inspection,44,4775.3,heavy,km,0.4076
0.18,522.5,Ford,Focus,2018,hybrid,full_service,112,11477.5,heavy,km,0.0455
2.99,3541.0,Maruti,Vitara,2010,diesel,inspection,84,3227.3,average,time,0.5209
5.6,9799.7,Volkswagen,Tiguan,2024,diesel,inspection,17,950.7,average,time,0.9117
0.45,647.4,Hyundai,Tucson,2022,petrol,oil_change,169,7702.3,average,time,0.0744
2.08,2565.1,Volkswagen,Polo,2016,petrol,full_service,89,3564.7,average,time,0.414
2.88,3973.8,Maruti,Vitara,2010,petrol,full_service,81,3675.1,average,time,0.518
5.39,7753.7,Honda,CR-V,2023,hybrid,oil_change,10,480.0,average,time,0.9419
3.34,6160.7,Volkswagen,Golf,2024,hybrid,oil_change,41,2504.0,average,time,0.7104
0.75,773.0,Volkswagen,Tiguan,2011,diesel,oil_change,175,5200.7,average,time,0.1161
3.14,5517.9,Volkswagen,Polo,2021,petrol,oil_change,93,5310.9,average,time,0.5072
2.55,1610.7,BMW,3 Series,2010,hybrid,oil_change,113,2353.9,light,time,0.408
5.4,4956.9,Maruti,Swift,2010,petrol,full_service,11,319.6,light,time,0.939
3.52,7285.1,Toyota,Camry,2017,petrol,inspection,40,2714.9,average,km,0.7268
1.32,2163.7,Hyundai,i20,2021,diesel,oil_change,108,5719.4,average,time,0.2715
2.24,3365.0,Hyundai,Creta,2014,petrol,inspection,96,4635.0,average,km,0.4166
4.62,8060.0,Honda,Accord,2015,hybrid,oil_change,27,1540.0,average,km,0.8399
4.07,7258.5,Toyota,RAV4,2011,petrol,oil_change,13,741.5,average,km,0.9035
5.97,3461.6,Maruti,Baleno,2020,diesel,full_service,38,739.6,light,time,0.8266
3.28,2553.0,Maruti,Baleno,2018,hybrid,inspection,103,2673.3,light,time,0.4908
0.36,1162.7,Hyundai,i20,2013,hybrid,brake_service,74,8437.3,heavy,km,0.1272
0.22,446.4,Ford,Focus,2015,electric,oil_change,351,23080.2,heavy,time,0.0186
2.64,3619.7,Hyundai,Creta,2023,petrol,oil_change,70,3160.3,average,time,0.533
1.22,3866.7,Toyota,Corolla,2024,petrol,brake_service,67,7133.3,heavy,km,0.3554
1.34,2274.6,Volkswagen,Golf,2015,diesel,full_service,167,9279.2,average,time,0.196
3.28,2848.1,BMW,3 Series,2018,petrol,full_service,89,2489.4,light,time,0.529
